date,temp_avg,temp_min,temp_max,temp_observ,precip,wind,casual,registered,total_cust,holiday,rain,fog,ice,datetime,year,month,dayOfWeek
2015-05-10,23.23,17.82,27.64,20.24,0.01,2.82,4545.0,6555.0,11100.0,0.0,0,1,0,2015-05-10,2015,May,Sunday
2015-05-11,23.4,19.23,27.48,20.4,0.08,2.0,2530.0,9609.0,12139.0,0.0,0,1,0,2015-05-11,2015,May,Monday
2015-05-12,24.67,18.75,28.58,21.68,0.26,3.95,2265.0,9802.0,12067.0,0.0,0,1,0,2015-05-12,2015,May,Tuesday
2015-05-13,19.27,14.28,27.89,15.19,0.0,5.93,1763.0,10017.0,11780.0,0.0,0,0,0,2015-05-13,2015,May,Wednesday
2015-05-14,15.2,8.71,19.37,11.01,0.0,2.68,2546.0,10071.0,12617.0,0.0,0,0,0,2015-05-14,2015,May,Thursday
2015-05-15,17.53,10.31,22.51,13.84,0.0,3.7,3365.0,10286.0,13651.0,0.0,0,0,0,2015-05-15,2015,May,Friday
2015-05-16,22.2,13.92,26.95,19.63,0.97,2.72,4454.0,6754.0,11208.0,0.0,1,1,0,2015-05-16,2015,May,Saturday
2015-05-17,23.3,18.78,30.04,20.7,12.12,1.55,3966.0,6976.0,10942.0,0.0,1,1,0,2015-05-17,2015,May,Sunday
2015-05-18,25.7,19.82,29.82,21.92,2.92,1.92,2358.0,8087.0,10445.0,0.0,1,1,0,2015-05-18,2015,May,Monday
2015-05-19,24.87,19.69,31.04,21.52,29.23,2.6,2182.0,9886.0,12068.0,0.0,1,1,0,2015-05-19,2015,May,Tuesday
2015-05-20,20.33,14.41,27.34,15.24,0.56,5.3,2521.0,10465.0,12986.0,0.0,0,0,0,2015-05-20,2015,May,Wednesday
2015-05-21,13.83,11.32,19.44,12.4,0.84,2.58,517.0,6466.0,6983.0,0.0,0,1,0,2015-05-21,2015,May,Thursday
2015-05-22,15.87,8.91,17.61,12.87,6.12,4.45,3183.0,9348.0,12531.0,0.0,0,0,0,2015-05-22,2015,May,Friday
2015-05-23,17.17,8.72,23.04,12.0,0.01,2.65,6652.0,6068.0,12720.0,0.0,0,0,0,2015-05-23,2015,May,Saturday
2015-05-24,18.7,9.9,24.51,15.93,0.0,2.6,7787.0,5792.0,13579.0,0.0,0,0,0,2015-05-24,2015,May,Sunday
2015-05-25,23.03,14.23,28.08,20.28,0.0,4.2,5870.0,6139.0,12009.0,1.0,0,0,0,2015-05-25,2015,May,Monday
2015-05-26,24.07,17.61,29.06,20.84,0.0,3.92,2263.0,9091.0,11354.0,0.0,0,0,0,2015-05-26,2015,May,Tuesday
2015-05-27,25.03,19.86,29.98,22.96,0.5,3.15,1676.0,9799.0,11475.0,0.0,1,1,0,2015-05-27,2015,May,Wednesday
2015-05-28,25.47,19.59,31.04,22.36,1.44,2.12,2100.0,9538.0,11638.0,0.0,1,1,0,2015-05-28,2015,May,Thursday
2015-05-29,24.8,20.42,30.36,21.94,1.3,3.18,2417.0,9650.0,12067.0,0.0,1,0,0,2015-05-29,2015,May,Friday
2015-05-30,25.47,19.97,29.79,22.39,0.56,4.3,5062.0,7610.0,12672.0,0.0,0,1,0,2015-05-30,2015,May,Saturday
2015-05-31,26.03,20.97,30.97,23.47,0.02,4.28,4046.0,6882.0,10928.0,0.0,1,1,0,2015-05-31,2015,May,Sunday
2015-06-01,25.8,21.15,31.36,22.6,5.28,3.05,1498.0,6608.0,8106.0,0.0,1,1,0,2015-06-01,2015,June,Monday
2015-06-02,18.27,16.01,27.78,16.68,36.34,4.12,901.0,7154.0,8055.0,0.0,1,1,0,2015-06-02,2015,June,Tuesday
2015-06-03,14.93,13.21,17.1,13.55,4.31,3.78,1121.0,8761.0,9882.0,0.0,1,1,0,2015-06-03,2015,June,Wednesday
2015-06-04,15.63,13.14,16.35,14.04,3.41,3.6,847.0,5513.0,6360.0,0.0,0,1,0,2015-06-04,2015,June,Thursday
2015-06-05,17.1,13.51,19.07,15.2,10.21,1.85,2074.0,9008.0,11082.0,0.0,0,1,0,2015-06-05,2015,June,Friday
2015-06-06,21.5,15.11,23.61,18.74,0.42,3.28,4674.0,8011.0,12685.0,0.0,0,1,0,2015-06-06,2015,June,Saturday
2015-06-07,21.7,16.88,25.71,19.19,0.05,3.68,4543.0,7132.0,11675.0,0.0,1,0,0,2015-06-07,2015,June,Sunday
2015-06-08,22.6,16.34,26.89,18.88,2.13,4.47,1838.0,8129.0,9967.0,0.0,1,1,0,2015-06-08,2015,June,Monday
2015-06-09,24.33,18.97,29.27,20.81,15.6,4.2,1856.0,9916.0,11772.0,0.0,1,1,0,2015-06-09,2015,June,Tuesday
2015-06-10,23.63,16.15,28.61,19.56,0.02,2.5,1572.0,10018.0,11590.0,0.0,0,1,0,2015-06-10,2015,June,Wednesday
2015-06-11,25.97,18.31,30.03,22.78,0.0,2.48,2033.0,9821.0,11854.0,0.0,0,1,0,2015-06-11,2015,June,Thursday
2015-06-12,28.23,21.45,33.29,24.45,0.01,3.32,2109.0,8763.0,10872.0,0.0,1,1,0,2015-06-12,2015,June,Friday
2015-06-13,27.1,22.26,32.64,25.15,1.05,2.2,4436.0,7332.0,11768.0,0.0,1,0,0,2015-06-13,2015,June,Saturday
2015-06-14,27.9,22.64,32.01,24.94,4.06,1.72,3265.0,6250.0,9515.0,0.0,1,1,0,2015-06-14,2015,June,Sunday
2015-06-15,26.9,23.17,32.44,24.29,5.66,2.5,1919.0,8068.0,9987.0,0.0,1,1,0,2015-06-15,2015,June,Monday
2015-06-16,27.97,22.26,32.38,24.89,1.8,3.52,1866.0,9634.0,11500.0,0.0,1,0,0,2015-06-16,2015,June,Tuesday
2015-06-17,25.27,20.52,31.04,22.99,0.66,2.1,1837.0,9338.0,11175.0,0.0,0,1,0,2015-06-17,2015,June,Wednesday
2015-06-18,24.43,20.42,28.57,21.77,11.3,2.22,1530.0,8465.0,9995.0,0.0,1,1,0,2015-06-18,2015,June,Thursday
2015-06-19,25.27,20.76,30.62,22.9,13.73,2.9,2463.0,9561.0,12024.0,0.0,1,1,0,2015-06-19,2015,June,Friday
2015-06-20,26.03,21.53,30.0,22.82,4.38,2.85,3448.0,5870.0,9318.0,0.0,1,1,0,2015-06-20,2015,June,Saturday
2015-06-21,26.73,21.91,31.74,23.84,40.99,3.55,2264.0,6520.0,8784.0,0.0,1,1,0,2015-06-21,2015,June,Sunday
2015-06-22,28.27,22.15,32.23,24.5,0.06,2.62,2191.0,9072.0,11263.0,0.0,0,0,0,2015-06-22,2015,June,Monday
2015-06-23,28.77,22.02,32.95,24.45,3.65,3.48,1286.0,7904.0,9190.0,0.0,1,1,0,2015-06-23,2015,June,Tuesday
2015-06-24,24.03,19.12,32.36,21.34,22.05,3.1,2212.0,10378.0,12590.0,0.0,1,1,0,2015-06-24,2015,June,Wednesday
2015-06-25,24.07,17.36,28.15,19.58,1.32,2.18,2099.0,9032.0,11131.0,0.0,1,1,0,2015-06-25,2015,June,Thursday
2015-06-26,22.77,18.3,27.84,19.9,13.29,2.58,2963.0,10079.0,13042.0,0.0,1,1,0,2015-06-26,2015,June,Friday
2015-06-27,21.43,18.48,24.69,18.89,11.64,4.62,683.0,2622.0,3305.0,0.0,0,1,0,2015-06-27,2015,June,Saturday
2015-06-28,21.37,17.26,24.06,18.84,44.87,3.42,4273.0,7348.0,11621.0,0.0,1,1,0,2015-06-28,2015,June,Sunday
2015-06-29,21.77,14.21,26.14,18.28,0.67,2.82,2713.0,9492.0,12205.0,0.0,0,1,0,2015-06-29,2015,June,Monday
2015-06-30,24.33,17.43,28.64,21.77,0.27,3.58,2136.0,9844.0,11980.0,0.0,1,1,0,2015-06-30,2015,June,Tuesday
2015-07-01,24.67,18.86,29.74,20.8,14.99,2.45,2308.0,8915.0,11223.0,0.0,1,1,0,2015-07-01,2015,July,Wednesday
2015-07-02,22.53,18.82,27.49,20.0,3.9,1.52,2488.0,8769.0,11257.0,0.0,1,1,0,2015-07-02,2015,July,Thursday
2015-07-03,21.77,16.51,24.89,19.15,1.72,1.85,6429.0,6362.0,12791.0,1.0,0,1,0,2015-07-03,2015,July,Friday
2015-07-04,22.87,18.66,26.73,21.4,2.89,1.45,5755.0,4533.0,10288.0,0.0,1,1,0,2015-07-04,2015,July,Saturday
2015-07-05,23.4,18.89,28.02,21.01,9.88,1.5,6211.0,5988.0,12199.0,0.0,1,1,0,2015-07-05,2015,July,Sunday
2015-07-06,25.63,20.83,28.92,23.46,1.65,3.12,2614.0,8288.0,10902.0,0.0,1,1,0,2015-07-06,2015,July,Monday
2015-07-07,26.17,21.64,30.39,22.92,8.21,2.75,2393.0,9830.0,12223.0,0.0,1,1,0,2015-07-07,2015,July,Tuesday
2015-07-08,26.87,22.6,30.87,23.94,1.7,2.7,1683.0,7812.0,9495.0,0.0,1,1,0,2015-07-08,2015,July,Wednesday
2015-07-09,26.93,22.88,30.97,24.91,12.25,2.88,1916.0,9129.0,11045.0,0.0,1,1,0,2015-07-09,2015,July,Thursday
2015-07-10,26.4,22.35,30.36,23.06,1.53,3.48,3072.0,9941.0,13013.0,0.0,0,0,0,2015-07-10,2015,July,Friday
2015-07-11,25.8,20.71,29.3,21.43,3.24,1.8,4847.0,7573.0,12420.0,0.0,0,1,0,2015-07-11,2015,July,Saturday
2015-07-12,24.37,17.59,29.37,21.46,1.1,1.05,4314.0,7397.0,11711.0,0.0,0,0,0,2015-07-12,2015,July,Sunday
2015-07-13,23.97,19.96,28.51,21.52,1.36,1.48,1864.0,8360.0,10224.0,0.0,0,1,0,2015-07-13,2015,July,Monday
2015-07-14,25.77,21.48,27.58,22.98,3.11,2.43,1975.0,9616.0,11591.0,0.0,1,1,0,2015-07-14,2015,July,Tuesday
2015-07-15,25.67,20.12,29.86,22.22,0.6,4.3,2039.0,10049.0,12088.0,0.0,1,0,0,2015-07-15,2015,July,Wednesday
2015-07-16,23.03,16.67,28.26,18.56,0.25,2.68,2516.0,10741.0,13257.0,0.0,0,1,0,2015-07-16,2015,July,Thursday
2015-07-17,23.1,17.49,27.61,21.12,0.02,3.05,2977.0,9650.0,12627.0,0.0,0,1,0,2015-07-17,2015,July,Friday
2015-07-18,26.07,21.49,28.83,24.02,0.36,2.75,4426.0,6670.0,11096.0,0.0,1,1,0,2015-07-18,2015,July,Saturday
2015-07-19,28.97,23.04,32.34,26.01,2.32,2.1,4155.0,5993.0,10148.0,0.0,1,1,0,2015-07-19,2015,July,Sunday
2015-07-20,29.97,24.73,34.19,26.53,0.0,2.38,2318.0,8538.0,10856.0,0.0,0,0,0,2015-07-20,2015,July,Monday
2015-07-21,28.73,24.07,32.71,25.52,0.41,2.02,2246.0,9565.0,11811.0,0.0,1,0,0,2015-07-21,2015,July,Tuesday
2015-07-22,25.9,18.71,30.7,21.1,0.79,3.42,2468.0,10466.0,12934.0,0.0,0,0,0,2015-07-22,2015,July,Wednesday
2015-07-23,24.43,17.68,29.13,20.19,0.0,2.28,2575.0,10417.0,12992.0,0.0,0,1,0,2015-07-23,2015,July,Thursday
2015-07-24,24.33,16.41,29.01,19.3,0.0,2.17,3280.0,10059.0,13339.0,0.0,0,1,0,2015-07-24,2015,July,Friday
2015-07-25,25.33,17.77,29.86,21.52,0.0,2.38,5807.0,7095.0,12902.0,0.0,0,0,0,2015-07-25,2015,July,Saturday
2015-07-26,26.4,19.92,31.15,23.07,0.0,3.9,4682.0,6632.0,11314.0,0.0,0,0,0,2015-07-26,2015,July,Sunday
2015-07-27,26.23,21.68,31.08,23.09,4.63,2.33,2482.0,8437.0,10919.0,0.0,1,1,0,2015-07-27,2015,July,Monday
2015-07-28,27.03,21.77,30.9,23.56,4.11,1.52,2528.0,9448.0,11976.0,0.0,1,1,0,2015-07-28,2015,July,Tuesday
2015-07-29,26.47,21.9,31.85,24.09,2.93,2.35,2428.0,9742.0,12170.0,0.0,1,1,0,2015-07-29,2015,July,Wednesday
2015-07-30,27.23,23.34,31.36,25.28,6.23,2.65,1803.0,9005.0,10808.0,0.0,1,1,0,2015-07-30,2015,July,Thursday
2015-07-31,26.7,19.27,32.03,21.72,8.47,2.4,2751.0,9645.0,12396.0,0.0,1,0,0,2015-07-31,2015,July,Friday
2015-08-01,26.33,19.58,31.49,22.22,0.0,2.22,4940.0,7103.0,12043.0,0.0,0,0,0,2015-08-01,2015,August,Saturday
2015-08-02,25.7,18.51,31.19,21.31,0.06,2.0,4550.0,6897.0,11447.0,0.0,0,0,0,2015-08-02,2015,August,Sunday
2015-08-03,26.1,18.86,31.61,21.75,0.0,3.18,2714.0,9371.0,12085.0,0.0,0,1,0,2015-08-03,2015,August,Monday
2015-08-04,27.6,20.3,32.58,22.59,2.01,2.7,2212.0,9414.0,11626.0,0.0,1,1,0,2015-08-04,2015,August,Tuesday
2015-08-05,26.17,20.35,32.49,21.82,3.91,2.35,2408.0,10093.0,12501.0,0.0,1,1,0,2015-08-05,2015,August,Wednesday
2015-08-06,24.4,19.53,29.85,20.56,0.06,2.53,2565.0,10052.0,12617.0,0.0,0,0,0,2015-08-06,2015,August,Thursday
2015-08-07,23.2,19.21,27.22,20.6,1.84,2.98,2827.0,9354.0,12181.0,0.0,0,0,0,2015-08-07,2015,August,Friday
2015-08-08,24.6,19.36,27.46,21.46,0.06,2.78,5843.0,7127.0,12970.0,0.0,0,0,0,2015-08-08,2015,August,Saturday
2015-08-09,24.63,19.04,28.97,21.5,0.0,2.6,4923.0,6728.0,11651.0,0.0,0,0,0,2015-08-09,2015,August,Sunday
2015-08-10,23.33,20.15,27.99,20.95,4.16,3.62,2362.0,8132.0,10494.0,0.0,0,1,0,2015-08-10,2015,August,Monday
2015-08-11,25.2,21.01,26.81,22.52,4.98,3.25,2065.0,9277.0,11342.0,0.0,1,1,0,2015-08-11,2015,August,Tuesday
2015-08-12,24.87,19.58,29.81,21.42,1.7,3.45,2304.0,10181.0,12485.0,0.0,1,0,0,2015-08-12,2015,August,Wednesday
2015-08-13,23.27,17.72,28.61,19.95,0.0,2.17,2344.0,10091.0,12435.0,0.0,0,0,0,2015-08-13,2015,August,Thursday
2015-08-14,22.67,14.69,28.74,17.68,0.0,1.52,2972.0,9577.0,12549.0,0.0,0,0,0,2015-08-14,2015,August,Friday
2015-08-15,24.3,16.26,30.71,20.65,0.0,2.22,5261.0,6821.0,12082.0,0.0,0,0,0,2015-08-15,2015,August,Saturday
2015-08-16,25.4,17.59,32.14,21.01,0.0,2.2,3872.0,6320.0,10192.0,0.0,0,0,0,2015-08-16,2015,August,Sunday
2015-08-17,26.9,19.71,33.67,22.73,0.12,2.68,2135.0,8836.0,10971.0,0.0,1,1,0,2015-08-17,2015,August,Monday
2015-08-18,26.27,20.55,32.97,23.02,0.04,2.3,2098.0,9497.0,11595.0,0.0,1,1,0,2015-08-18,2015,August,Tuesday
2015-08-19,26.43,22.15,31.23,24.18,0.91,3.65,1985.0,9981.0,11966.0,0.0,1,1,0,2015-08-19,2015,August,Wednesday
2015-08-20,26.0,22.37,30.49,23.65,5.94,3.08,1823.0,8369.0,10192.0,0.0,1,1,0,2015-08-20,2015,August,Thursday
2015-08-21,24.17,19.41,29.54,20.88,6.27,3.2,3064.0,9838.0,12902.0,0.0,1,1,0,2015-08-21,2015,August,Friday
2015-08-22,22.77,15.76,28.71,18.67,0.01,2.38,4995.0,7344.0,12339.0,0.0,0,0,0,2015-08-22,2015,August,Saturday
2015-08-23,22.23,14.76,28.85,17.79,0.0,1.65,4119.0,6862.0,10981.0,0.0,0,0,0,2015-08-23,2015,August,Sunday
2015-08-24,25.07,17.86,30.45,20.26,1.0,2.38,1963.0,8320.0,10283.0,0.0,1,1,0,2015-08-24,2015,August,Monday
2015-08-25,23.93,17.97,30.61,20.05,10.21,2.55,2220.0,10452.0,12672.0,0.0,1,1,0,2015-08-25,2015,August,Tuesday
2015-08-26,22.33,16.65,27.87,18.55,0.01,2.72,1933.0,10397.0,12330.0,0.0,0,0,0,2015-08-26,2015,August,Wednesday
2015-08-27,21.03,14.68,26.16,16.95,0.0,2.42,2022.0,10384.0,12406.0,0.0,0,0,0,2015-08-27,2015,August,Thursday
2015-08-28,21.77,15.02,26.94,18.14,0.0,1.6,2440.0,9770.0,12210.0,0.0,0,1,0,2015-08-28,2015,August,Friday
2015-08-29,23.63,16.04,28.92,19.68,0.0,3.0,4426.0,7100.0,11526.0,0.0,0,1,0,2015-08-29,2015,August,Saturday
2015-08-30,24.17,17.85,30.22,20.46,0.0,2.33,3512.0,6676.0,10188.0,0.0,0,0,0,2015-08-30,2015,August,Sunday
2015-08-31,26.43,20.55,30.01,22.36,0.01,2.42,1716.0,9336.0,11052.0,0.0,0,0,0,2015-08-31,2015,August,Monday
2015-09-01,26.87,19.56,31.05,22.54,0.0,1.65,1504.0,10018.0,11522.0,0.0,0,1,0,2015-09-01,2015,September,Tuesday
2015-09-02,27.17,20.68,32.47,22.13,0.02,1.52,1545.0,9833.0,11378.0,0.0,1,1,0,2015-09-02,2015,September,Wednesday
2015-09-03,26.93,19.99,32.71,21.75,0.31,1.75,1670.0,9461.0,11131.0,0.0,1,1,0,2015-09-03,2015,September,Thursday
2015-09-04,26.97,20.89,33.13,23.17,1.31,2.85,2187.0,8863.0,11050.0,0.0,1,1,0,2015-09-04,2015,September,Friday
2015-09-05,25.37,21.42,31.15,22.52,0.44,3.28,5260.0,5607.0,10867.0,0.0,0,1,0,2015-09-05,2015,September,Saturday
2015-09-06,23.73,17.11,29.14,18.88,0.0,1.38,6970.0,5430.0,12400.0,0.0,0,1,0,2015-09-06,2015,September,Sunday
2015-09-07,24.07,16.71,30.22,20.05,0.0,2.15,4295.0,6056.0,10351.0,1.0,0,0,0,2015-09-07,2015,September,Monday
2015-09-08,26.83,19.11,32.33,22.17,0.0,3.1,1381.0,9584.0,10965.0,0.0,0,1,0,2015-09-08,2015,September,Tuesday
2015-09-09,27.53,21.78,33.33,23.85,0.09,2.88,1352.0,9713.0,11065.0,0.0,0,0,0,2015-09-09,2015,September,Wednesday
2015-09-10,24.87,21.37,31.78,22.56,4.52,3.38,1078.0,9278.0,10356.0,0.0,1,1,0,2015-09-10,2015,September,Thursday
2015-09-11,22.77,17.17,27.74,18.33,5.57,2.72,2085.0,10082.0,12167.0,0.0,0,1,0,2015-09-11,2015,September,Friday
2015-09-12,20.13,16.02,26.91,17.47,1.28,2.17,1417.0,5248.0,6665.0,0.0,0,1,0,2015-09-12,2015,September,Saturday
2015-09-13,19.37,15.08,22.92,16.46,11.36,4.32,3127.0,7270.0,10397.0,0.0,1,0,0,2015-09-13,2015,September,Sunday
2015-09-14,17.97,10.63,23.15,12.74,0.07,3.02,1592.0,9564.0,11156.0,0.0,0,0,0,2015-09-14,2015,September,Monday
2015-09-15,19.83,11.2,25.97,13.38,0.0,1.45,1540.0,10403.0,11943.0,0.0,0,0,0,2015-09-15,2015,September,Tuesday
2015-09-16,21.0,12.16,28.4,14.3,0.01,1.08,1485.0,10453.0,11938.0,0.0,0,1,0,2015-09-16,2015,September,Wednesday
2015-09-17,21.93,13.29,29.45,15.35,0.0,1.67,1561.0,10388.0,11949.0,0.0,0,1,0,2015-09-17,2015,September,Thursday
2015-09-18,22.27,14.35,29.22,16.21,0.0,1.85,1809.0,10147.0,11956.0,0.0,0,1,0,2015-09-18,2015,September,Friday
2015-09-19,22.77,15.91,29.64,19.11,0.0,2.58,3971.0,7609.0,11580.0,0.0,0,1,0,2015-09-19,2015,September,Saturday
2015-09-20,22.47,18.14,28.36,19.49,0.0,3.98,3604.0,7394.0,10998.0,0.0,0,0,0,2015-09-20,2015,September,Sunday
2015-09-21,18.8,15.89,23.45,16.19,0.47,3.75,1314.0,6502.0,7816.0,0.0,0,1,0,2015-09-21,2015,September,Monday
2015-09-22,18.2,15.19,20.63,15.62,4.36,3.52,1783.0,10169.0,11952.0,0.0,0,1,0,2015-09-22,2015,September,Tuesday
2015-09-23,19.87,13.93,23.44,14.8,0.03,2.75,2339.0,10434.0,12773.0,0.0,0,0,0,2015-09-23,2015,September,Wednesday
2015-09-24,19.17,12.25,25.31,13.73,0.0,2.82,2320.0,10194.0,12514.0,0.0,0,1,0,2015-09-24,2015,September,Thursday
2015-09-25,19.47,14.11,24.53,16.62,0.0,4.25,1814.0,9589.0,11403.0,0.0,0,0,0,2015-09-25,2015,September,Friday
2015-09-26,19.37,16.19,22.1,17.23,0.04,5.18,3509.0,7529.0,11038.0,0.0,0,0,0,2015-09-26,2015,September,Saturday
2015-09-27,18.63,15.56,22.59,16.57,0.44,4.3,2892.0,7087.0,9979.0,0.0,0,0,0,2015-09-27,2015,September,Sunday
2015-09-28,21.6,16.77,24.19,18.98,0.04,2.17,1569.0,9736.0,11305.0,0.0,0,1,0,2015-09-28,2015,September,Monday
2015-09-29,23.07,19.33,26.59,21.18,5.54,2.72,930.0,6310.0,7240.0,0.0,1,1,0,2015-09-29,2015,September,Tuesday
2015-09-30,22.53,19.49,25.51,21.73,54.83,4.03,1047.0,9137.0,10184.0,0.0,1,1,0,2015-09-30,2015,September,Wednesday
2015-10-01,14.77,13.12,21.25,13.54,4.05,5.22,224.0,4575.0,4799.0,0.0,0,1,0,2015-10-01,2015,October,Thursday
2015-10-02,12.0,10.83,14.86,11.43,21.25,6.48,104.0,1975.0,2079.0,0.0,0,1,0,2015-10-02,2015,October,Friday
2015-10-03,10.83,9.55,12.63,10.55,28.57,6.7,598.0,3452.0,4050.0,0.0,0,1,0,2015-10-03,2015,October,Saturday
2015-10-04,13.13,10.74,14.66,12.38,2.44,5.98,1311.0,5313.0,6624.0,0.0,0,1,0,2015-10-04,2015,October,Sunday
2015-10-05,14.13,9.98,16.29,10.82,0.12,3.3,1234.0,9211.0,10445.0,0.0,0,1,0,2015-10-05,2015,October,Monday
2015-10-06,15.23,7.82,20.33,9.38,0.01,1.42,1203.0,10348.0,11551.0,0.0,0,1,0,2015-10-06,2015,October,Tuesday
2015-10-07,17.87,10.17,23.52,14.07,0.0,1.17,1181.0,10553.0,11734.0,0.0,0,0,0,2015-10-07,2015,October,Wednesday
2015-10-08,17.73,11.79,23.99,13.75,0.0,1.25,1474.0,10237.0,11711.0,0.0,0,1,0,2015-10-08,2015,October,Thursday
2015-10-09,19.83,13.85,25.11,16.88,0.97,3.02,1829.0,8672.0,10501.0,0.0,1,1,0,2015-10-09,2015,October,Friday
2015-10-10,16.2,10.68,23.46,12.12,9.17,3.0,3800.0,6469.0,10269.0,0.0,1,0,0,2015-10-10,2015,October,Saturday
2015-10-11,12.6,5.11,19.33,7.21,0.19,1.08,4380.0,6111.0,10491.0,0.0,0,0,0,2015-10-11,2015,October,Sunday
2015-10-12,14.7,6.47,21.97,8.68,0.0,1.88,2889.0,7606.0,10495.0,1.0,0,1,0,2015-10-12,2015,October,Monday
2015-10-13,17.83,9.74,23.92,14.13,0.06,2.33,1294.0,9509.0,10803.0,0.0,0,1,0,2015-10-13,2015,October,Tuesday
2015-10-14,16.73,10.33,23.31,11.32,0.65,2.65,1214.0,10192.0,11406.0,0.0,0,0,0,2015-10-14,2015,October,Wednesday
2015-10-15,13.93,8.38,19.67,9.55,0.01,2.65,1654.0,9852.0,11506.0,0.0,0,1,0,2015-10-15,2015,October,Thursday
2015-10-16,13.37,7.59,18.79,9.64,0.0,3.67,1874.0,9389.0,11263.0,0.0,0,1,0,2015-10-16,2015,October,Friday
2015-10-17,10.23,4.09,16.5,6.82,0.0,4.07,2861.0,5921.0,8782.0,0.0,0,0,0,2015-10-17,2015,October,Saturday
2015-10-18,6.6,1.29,13.08,3.34,0.0,3.93,1788.0,5190.0,6978.0,0.0,0,0,0,2015-10-18,2015,October,Sunday
2015-10-19,6.33,-0.51,12.11,0.85,0.0,1.87,913.0,8161.0,9074.0,0.0,0,1,1,2015-10-19,2015,October,Monday
2015-10-20,10.8,1.35,15.56,6.56,0.0,2.1,933.0,9103.0,10036.0,0.0,0,0,0,2015-10-20,2015,October,Tuesday
2015-10-21,13.7,5.31,21.33,6.71,0.0,1.2,1056.0,9622.0,10678.0,0.0,0,1,0,2015-10-21,2015,October,Wednesday
2015-10-22,15.43,6.18,24.36,8.55,0.0,1.7,1643.0,9644.0,11287.0,0.0,0,1,0,2015-10-22,2015,October,Thursday
2015-10-23,17.0,7.84,23.56,13.99,0.0,2.78,2136.0,9334.0,11470.0,0.0,0,0,0,2015-10-23,2015,October,Friday
2015-10-24,10.97,5.83,18.57,7.54,0.0,2.55,3434.0,6296.0,9730.0,0.0,0,0,0,2015-10-24,2015,October,Saturday
2015-10-25,15.4,8.44,18.32,12.41,0.78,3.42,2654.0,5933.0,8587.0,0.0,0,1,0,2015-10-25,2015,October,Sunday
2015-10-26,11.7,5.23,17.67,6.83,0.6,2.12,1434.0,8539.0,9973.0,0.0,0,1,0,2015-10-26,2015,October,Monday
2015-10-27,8.6,3.56,14.49,5.45,0.03,2.98,939.0,8858.0,9797.0,0.0,0,1,0,2015-10-27,2015,October,Tuesday
2015-10-28,16.07,7.57,17.49,16.05,4.84,5.6,201.0,4978.0,5179.0,0.0,1,1,0,2015-10-28,2015,October,Wednesday
2015-10-29,18.83,12.55,21.11,16.46,21.72,2.62,1142.0,9490.0,10632.0,0.0,1,1,0,2015-10-29,2015,October,Thursday
2015-10-30,11.77,6.79,19.11,8.03,0.05,4.08,1125.0,8575.0,9700.0,0.0,0,0,0,2015-10-30,2015,October,Friday
2015-10-31,8.97,2.63,14.58,3.53,0.06,2.28,2425.0,6296.0,8721.0,0.0,0,1,0,2015-10-31,2015,October,Saturday
2015-11-01,13.6,5.52,16.47,12.23,0.69,2.6,1897.0,5314.0,7211.0,0.0,0,1,0,2015-11-01,2015,November,Sunday
2015-11-02,14.17,9.53,18.59,11.82,0.73,0.38,1051.0,8395.0,9446.0,0.0,0,1,0,2015-11-02,2015,November,Monday
2015-11-03,12.37,4.99,19.81,7.72,0.02,0.57,985.0,9523.0,10508.0,0.0,0,1,0,2015-11-03,2015,November,Tuesday
2015-11-04,13.9,5.68,23.01,7.72,0.14,1.15,1092.0,9730.0,10822.0,0.0,0,1,0,2015-11-04,2015,November,Wednesday
2015-11-05,16.73,9.61,22.71,15.14,4.2,1.5,1073.0,9480.0,10553.0,0.0,0,1,0,2015-11-05,2015,November,Thursday
2015-11-06,20.0,15.37,23.81,18.54,0.15,3.6,2155.0,9454.0,11609.0,0.0,0,1,0,2015-11-06,2015,November,Friday
2015-11-07,17.27,13.67,24.44,15.97,1.07,2.55,1148.0,4462.0,5610.0,0.0,0,1,0,2015-11-07,2015,November,Saturday
2015-11-08,11.27,5.45,16.65,7.62,3.04,2.4,2790.0,6204.0,8994.0,0.0,0,1,0,2015-11-08,2015,November,Sunday
2015-11-09,6.57,0.6,13.4,2.02,1.5,1.95,564.0,6151.0,6715.0,0.0,0,1,0,2015-11-09,2015,November,Monday
2015-11-10,11.83,4.15,13.96,13.13,18.41,4.53,248.0,5525.0,5773.0,0.0,0,1,0,2015-11-10,2015,November,Tuesday
2015-11-11,13.53,9.78,15.9,10.92,3.98,4.68,945.0,7956.0,8901.0,1.0,0,0,0,2015-11-11,2015,November,Wednesday
2015-11-12,11.47,7.45,17.4,9.44,0.44,2.7,543.0,7933.0,8476.0,0.0,0,1,0,2015-11-12,2015,November,Thursday
2015-11-13,13.77,8.32,17.25,10.22,1.87,5.62,928.0,8334.0,9262.0,0.0,0,0,0,2015-11-13,2015,November,Friday
2015-11-14,9.43,5.45,14.53,7.22,0.0,4.9,1823.0,5348.0,7171.0,0.0,0,1,0,2015-11-14,2015,November,Saturday
2015-11-15,7.93,-0.07,13.83,3.35,0.0,2.5,1932.0,5509.0,7441.0,0.0,0,0,0,2015-11-15,2015,November,Sunday
2015-11-16,11.73,2.05,18.92,4.05,0.01,1.5,757.0,8399.0,9156.0,0.0,0,1,0,2015-11-16,2015,November,Monday
